Date,Strategy,S&P 500,Nasdaq 100
2022-10-13,76494.02077328117,76510.7149483902,66806.37100295986
2022-10-14,74462.97743362117,74700.88000383608,64886.09345431608
2022-10-17,77513.28335262346,76678.54320900144,67220.63176282206
2022-10-18,78979.31425087809,77554.79436347223,68363.94293755155
2022-10-19,78043.34542698177,77037.34126678022,67351.64248629239
2022-10-20,78702.36503042548,76424.82023612707,66802.12528506962
2022-10-21,80671.09404194195,78238.40786228493,68732.71386287543
2022-10-24,79358.24910121475,79168.03048845321,69224.00407588918
2022-10-25,82037.30123066295,80455.4087608437,70013.7076034742
2022-10-26,82457.14368287388,79861.02569127524,69344.70377019748
2022-10-27,83171.96865130258,79375.2619059036,67118.73453345626
2022-10-28,85013.50424377041,81330.40902144658,70216.28899995149
2022-10-31,84071.91887029601,80723.72549551034,69221.57795138046
2022-11-01,84648.32150449006,80393.07254975953,68416.71114561599
2022-11-02,81484.72926038144,78382.67762171719,66146.46513659082
2022-11-03,80454.88685966168,77552.91802267038,64869.11058275511
2022-11-04,79950.93088138853,78609.5063764315,65737.05662574603
2022-11-07,80916.06321525981,79364.83779033768,66574.67611237809
2022-11-08,82479.78301199616,79809.11359575698,67055.04876510262
2022-11-09,80617.44777221691,78150.84529153125,65567.83444126352
2022-11-10,88878.08198400983,82483.52468534808,70606.28851472656
2022-11-11,90843.65553158635,83245.31905090513,71568.24688243002
2022-11-14,89450.5905279205,82501.87112874408,71153.9861225678
2022-11-15,91713.47610478262,83220.71813816957,71910.93696928526
2022-11-16,89017.27885997655,82533.56044006447,71149.74040467756
2022-11-17,88538.63458378272,82278.5865733222,71018.72968120723
2022-11-18,89055.38620521718,82670.11635397795,70842.2291231986
2022-11-21,88179.15080870353,82349.47055917041,70108.32645931389
2022-11-22,89321.18662550788,83467.35271245912,71034.49949051384
2022-11-23,90340.43095162854,83961.45579028348,71879.39735067204
2022-11-25,89892.72655760421,83937.27184217056,71341.40424086565
2022-11-28,88478.55237080545,82641.34579501602,70363.06953272842
2022-11-29,88752.46016995187,82509.37649195155,69738.94900286282
2022-11-30,91151.044750955,85063.07632328935,73102.16410306176
2022-12-01,91828.51947012336,84989.482067394,72894.1239264399
2022-12-02,91904.54244994652,84887.95118178199,72552.646901839
2022-12-05,88562.75173295273,83368.53209689424,71544.59216847009
2022-12-06,86625.22924586627,82168.09094832349,70072.54112281042
2022-12-07,86030.14842385367,82015.4818964385,69664.95220534717
2022-12-08,87263.9082016789,82632.38105562935,70523.80028143043
2022-12-09,87099.30848531857,82025.07208275914,70028.26435052647
2022-12-12,88297.6723169942,83196.32570774533,70884.07977097384
2022-12-13,89686.87762835984,83802.38378674761,71738.07559803968
2022-12-14,89079.92428879764,83295.56328793283,71363.23936144402
2022-12-15,85602.00160827066,81219.28794951392,68838.25027900432
2022-12-16,84049.86952854203,80314.68320070385,68010.94182153427
2022-12-19,81913.77773059993,79591.24958042936,67198.79664224369
2022-12-20,82182.6337568756,79673.8085757114,67264.90853510602
2022-12-21,82914.84158423761,80858.82203324459,68228.68649619099
2022-12-22,81603.49045556756,79689.86171368291,66409.69964578582
2022-12-23,81814.577266967,80157.48753796984,66597.72429521082
2022-12-27,80346.93913256862,79833.29754386989,65632.12674074434
2022-12-28,79267.87840405092,78873.65346487178,64862.438740356156
2022-12-29,81527.05641313866,80250.4706488178,66371.48818477363
2022-12-30,81711.80637283904,80046.5749483485,66446.69804454365
2023-01-03,81749.83909112423,79726.34611816361,65893.5416565578
2023-01-04,84522.16603463498,80327.8175863169,66120.99082924935
2023-01-05,83400.6626246243,79391.94049080907,65253.65131738561
2023-01-06,85047.0568303794,81205.3196346556,66879.15473822116
2023-01-09,85818.48193959608,81143.40038819406,67355.88820418263
2023-01-10,87332.2417211617,81709.63834573457,67960.59973797854
2023-01-11,89822.90847078845,82759.13830091087,69117.25459750593
2023-01-12,90762.11874398297,83041.84031505846,69469.04265126886
2023-01-13,91635.36057418294,83373.7441546772,69967.61123780873
2023-01-17,92484.13115733759,83204.87348250939,70078.60643408219
2023-01-18,90914.38431990959,81909.5728822888,69242.20000970451
2023-01-19,90251.50971013882,81284.33443064525,68712.09180455141
2023-01-20,93633.03509535843,82821.68299430635,70424.93570770053
2023-01-23,95949.24557728934,83806.13646835135,72003.12970061623
2023-01-24,95838.4045413461,83746.09356269168,72233.61152894366
2023-01-25,96345.44531327227,83730.87435396544,71677.42248532195
2023-01-26,98386.62498879526,84652.57465230364,72784.34179242078
2023-01-27,99919.97369813581,84864.18419829171,73781.4789655005
2023-01-30,96894.61847228189,83763.18911221978,72382.21165510213
2023-01-31,98918.13877711742,84989.69054970532,73161.60415352516
2023-02-01,99784.3815356567,85878.03367823256,75515.55145810083
2023-02-02,102064.72577820084,87140.39407326486,76575.76786840701
2023-02-03,99980.91876120109,86238.4995945019,76217.91450337232
2023-02-06,99209.99031766964,85708.5375591308,75603.49847154155
2023-02-07,100723.9143280166,86811.82595062722,77007.61803095735
2023-02-08,99476.95754415248,85849.88856620461,75906.76403513028
2023-02-09,99045.36835077121,85092.26384687392,75252.31694890582
2023-02-10,99160.98028805044,85278.64703319246,74589.98495802803
2023-02-13,100220.24463480969,86255.38666171869,75829.12805085156
2023-02-14,101286.16730305017,86231.20271360579,76287.05905187054
2023-02-15,102380.03269054371,86470.33192468785,77031.87927604445
2023-02-16,99270.67898079139,85278.02158625852,75416.08035324371
2023-02-17,98838.71524778316,85042.0196098462,74899.31583288853
2023-02-21,97574.57427417058,83337.67671481913,73259.25566500072
2023-02-22,97737.37558584742,83206.54134099993,73594.06084720268
2023-02-23,98627.32367029173,83649.98321717394,73788.75733902665
2023-02-24,97303.0217570763,82768.52000492018,72630.88941724488
2023-02-27,97751.60334882056,83022.45146010588,73177.37396283177
2023-02-28,96984.15357367741,82770.81331034469,72886.84555291377
2023-03-01,96285.24033997054,82379.70049431158,72545.36852831287
2023-03-02,97065.79592251882,83003.89653439855,72982.6774710078
2023-03-03,98993.75426051211,84344.64627848651,74623.3441700228
2023-03-06,98104.1752155687,84402.60436103298,74620.3115143869
2023-03-07,96925.92838146964,83108.55465468034,73737.80872434372
2023-03-08,97173.18023797266,83226.13867826384,74130.84089475471
2023-03-09,94614.44264068356,81690.24949078196,72774.03076325876
2023-03-10,92824.88579833569,80507.52933867327,71913.36309379397
2023-03-13,92184.92023243401,80385.98415117469,72462.27376388956
2023-03-14,93721.4575120961,81710.47227497984,73939.78358969382
2023-03-15,92884.83617964383,81139.64770659035,74371.027221117
2023-03-16,94134.46953388081,82565.04126907352,76274.32189819982
2023-03-17,92344.00933447607,81655.22446248049,75927.99262458149
2023-03-20,93083.54831486045,82383.03621129265,76268.25658692804
2023-03-21,95862.00202750362,83452.55046835552,77280.5570381872
2023-03-22,93068.55245607247,82079.06900139058,76255.51943325732
2023-03-23,92824.29788750266,82323.61875256694,77296.32684749381
2023-03-24,92856.93617222665,82787.9088598728,77621.42753166093
2023-03-27,93944.0284397572,82924.6732560976,76980.32413023435
2023-03-28,94048.40569386161,82794.16332921234,76585.47236644184
2023-03-29,95842.61292868099,83972.50535278335,77860.40079576883
2023-03-30,96162.16414543879,84452.43163343807,78659.20229026153
2023-03-31,98229.51416247363,85672.0531546501,79971.73564947353
2023-04-03,98418.4890552964,85988.52930323128,79708.50114027852
2023-04-04,96955.59634525167,85490.46506149186,79511.37852394585
2023-04-05,95449.81172147799,85276.97917470193,78596.72958416225
2023-04-06,95708.63643822605,85582.61424309455,79161.41006356446
2023-04-10,96629.02457149318,85667.88350842372,79182.0321218885
2023-04-11,98002.341331141,85664.33930913132,78682.25047309427
2023-04-12,97509.38656935419,85310.12786220154,77933.79106215731
2023-04-13,98423.98351855332,86441.1444011033,79347.00858848076
2023-04-14,97987.54286913191,86262.2665779922,79462.85603377166
2023-04-17,99131.62805063,86547.47037987564,79344.58246397205
2023-04-18,99507.9732214283,86621.48160039361,79410.0878257072
2023-04-19,98437.20455338304,86614.18471949748,79276.044446601
2023-04-20,97502.80675164987,86099.02492822998,78846.01387743218
2023-04-21,97053.34369406542,86176.37186572906,78785.96729584162
2023-04-24,96912.18234633429,86249.7576393131,78631.90838953856
2023-04-25,93964.52751561799,84886.07484098012,77838.56567519045
2023-04-26,94440.53280529313,84560.42547070094,78096.34140424087
2023-04-27,95946.07126551222,86214.52412870032,79985.6858653986
2023-04-28,96864.08328481484,86926.49122185228,80378.11150468241
2023-05-01,96689.5987395168,86892.92556973004,80123.97496239508
2023-05-02,95078.33254690323,85885.74752375134,79431.31641515842
2023-05-03,93620.62007996636,85284.6930202207,78927.28904847396
2023-05-04,92328.27667851739,84669.4617195204,78746.54277257509
2023-05-05,93576.8892772611,86233.70450134159,80342.93269930613
2023-05-08,92296.0732264907,86272.6906935581,80521.85938182347
2023-05-09,91874.37231510917,85877.61671360995,80045.73244698918
2023-05-10,92081.10464685259,86262.2665779922,80956.13566888252
2023-05-11,91088.87802839336,86116.32896006938,81217.55058469601
2023-05-12,90490.28031051914,85979.56456384459,80759.61958367703
2023-05-15,91859.90799550404,86233.91298365292,81310.95637828133
2023-05-16,90628.45013115607,85683.93664639525,81572.37129409482
2023-05-17,93234.536994749,86703.20666643039,82381.48381774953
2023-05-18,92954.40608568821,87522.12518528866,84040.34645057983
2023-05-19,92878.82054072492,87395.57642231844,83616.98772380999
2023-05-22,93488.06462335549,87408.7108079315,84087.04934737251
2023-05-23,93032.80542030439,86427.80153317892,82988.62147605415
2023-05-24,91797.05157453386,85795.26620063919,83632.15100198942
2023-05-25,90954.47361329911,86546.63645063037,84540.73463050123
2023-05-26,93354.24710620525,87675.98513104155,86869.20762773545
2023-05-30,93105.72722073857,87677.86147184343,87173.07972245135
2023-05-31,92062.74813822552,87142.27041406672,86436.75093405793
2023-06-01,93624.48373596255,88000.59208976415,87721.38386141976
2023-06-02,95187.13701566272,89280.04803432453,88276.35984278712
2023-06-05,94877.65088313825,89100.75324659079,88285.4578096948
2023-06-06,96153.39706422336,89310.90341639964,88337.01295550486
2023-06-07,96743.38463813718,88970.03483739423,86704.83769227036
2023-06-08,97576.50972247038,89520.63662158584,87945.80037847541
2023-06-09,98183.99739142113,89623.8353656884,88239.96797515647
2023-06-12,98245.97355926465,90458.80702251819,89821.80115483527
2023-06-13,99554.43653131966,91086.33877958627,90445.92168470086
2023-06-14,99228.30412850168,91160.55848241557,91181.03741083993
2023-06-15,100454.96201144617,92271.14375480814,92067.78591877334
2023-06-16,100497.32444537891,91932.3599989159,91678.9994662526
2023-06-20,98947.87771342904,91497.04893288329,91359.96409335727
2023-06-21,98492.59148369438,91016.70568760595,90125.06671842399
2023-06-22,97733.83339047375,91354.8639965642,91350.86612644962
2023-06-23,96385.48135242285,90654.78039515737,90290.64971614342
2023-06-26,97741.67230781118,90248.03140577539,89204.9589984958
2023-06-27,98912.67604962966,91281.8951876028,90527.19685574263
2023-06-28,97857.75985545418,91249.58042934848,90918.40943277208
2023-06-29,98626.85982791774,91658.20575953233,90677.01004415545
2023-06-30,99371.7167272972,92782.34238216058,91931.31641515842
2023-07-03,100524.20195610485,92890.96166635741,92212.74685816874
2023-07-05,100464.94946994014,92708.12267933128,92186.66601970012
2023-07-06,99101.6168505493,91974.05646117957,91438.81313989034
2023-07-07,99534.66461703593,91710.53481967322,91250.18195933815
2023-07-10,100301.88962139864,91931.10910504799,91276.86932893396
2023-07-11,101807.93172454232,92550.51005197465,91712.96520937454
2023-07-12,102296.41073504061,93236.41685621183,92908.43806104129
2023-07-13,103949.49605127219,94026.56481610818,94387.76748022708
2023-07-14,103580.39982819105,93929.82902365648,94387.1609490999
2023-07-17,103655.9455445701,94291.96279841637,95166.55344752292
2023-07-18,104434.22404245264,94963.06735854998,95931.38919889368
2023-07-19,104798.05622663363,95186.97736090582,95886.50589548255
2023-07-20,104535.6942320606,94543.80943048887,93901.32951623076
2023-07-21,104856.67487094758,94574.8732948753,93637.48847590858
2023-07-24,104949.77308857173,94956.39592458778,93757.58163908971
2023-07-25,105162.15904157076,95223.2532830752,94660.70648745692
2023-07-26,105826.97288765288,95208.4510389716,94114.22194187004
2023-07-27,104790.48591030359,94596.76393756371,93924.98423019069
2023-07-28,107043.60210410393,95531.59862151496,95465.5732932214
2023-07-31,107948.13905035573,95671.90721703219,95645.10650686592
2023-08-01,106474.22595297589,95416.51638566727,95293.31845310301
2023-08-02,104184.25658481209,94096.4063903998,93153.47663642098
2023-08-03,104174.28942296783,93856.23476776114,93200.17953321364
2023-08-04,104021.84947936414,93358.79597295569,92716.77422485322
2023-08-07,104173.1617280638,94201.27299299292,93465.23363579018
2023-08-08,103528.51583539613,93804.3226722429,92642.1708962104
2023-08-09,103479.17453800654,93143.6422276752,91745.11135911495
2023-08-10,105724.39331317949,93167.40921116549,91868.84370905915
2023-08-11,105439.30247298253,93067.75466635535,91217.42927847058
2023-08-14,105215.76767792116,93602.51179488677,92263.69547285167
2023-08-15,103433.36362628391,92521.3225283901,91267.7713620263
2023-08-16,103143.59868859375,91822.28133853983,90209.37454510164
2023-08-17,102084.08312416871,91114.48389161422,89057.57193459169
2023-08-18,101255.42308634202,91100.93254137853,89091.53767771361
2023-08-21,101031.67832516874,91727.2134045787,90483.52661458586
2023-08-22,100741.52118654101,91472.44802014773,90446.52821582803
2023-08-23,101939.20464788625,92483.17026541884,92772.57508855354
2023-08-24,100411.89289482974,91238.5308668486,89696.8557426367
2023-08-25,100875.51648353261,91851.46886212441,90555.70381871998
2023-08-28,101743.08940677892,92426.88004136289,91337.5224416517
2023-08-29,104139.8020261119,93767.83826776218,93326.33800766655
2023-08-30,104385.67231603258,94127.26177247493,93866.75724198166
2023-08-31,104627.92318452567,93976.94602601443,94046.89698675336
2023-09-01,105039.49818487624,94146.02518049357,93920.73851230045
2023-09-05,104676.82542377661,93751.15968285673,93942.57363287883
2023-09-06,103915.97852629192,93097.15067225123,93185.0162550342
2023-09-07,104352.35604106936,92798.6040024434,92606.9920908341
2023-09-08,104809.16085146753,92930.99027013053,92811.99961182008
2023-09-11,105527.35307330487,93555.81175715147,93752.12285894512
2023-09-12,105433.95082696337,93022.9309694219,92781.06652433402
2023-09-13,105090.24029389839,93138.01320526961,93189.86850405161
2023-09-14,106521.32318686285,93923.57455431693,93896.47726721335
2023-09-15,105384.29906388596,92781.50845291532,92190.30520646319
2023-09-18,105126.20423283201,92848.01431022587,92409.26294337425
2023-09-19,104908.33003377882,92648.28825598292,92172.10927264787
2023-09-20,104831.40072766862,91778.29157085168,90698.23863360667
2023-09-21,102890.62674357672,90273.04928313357,89021.78659808822
2023-09-22,102282.26688820713,90065.40090106055,89180.6977534087
2023-09-25,102370.2827630796,90428.16012275439,89665.31612402348
2023-09-26,101250.27025216974,89095.74967111916,88332.76723761462
2023-09-27,101109.92239321348,89116.18093762836,88640.2785190936
2023-09-28,102534.57364286233,89640.9309152165,89294.72560531808
2023-09-29,103433.04511129399,89398.04902253069,89426.34285991556
2023-10-02,101903.8451455646,89405.55438573814,90031.05439371149
2023-10-03,99548.24229957022,88176.75964282811,88335.79989325053
2023-10-04,100241.33611315468,88891.85397064987,89483.35678587024
2023-10-05,99252.77914092368,88775.52084093426,89285.6276384104
2023-10-06,100677.2485697979,89824.3953491766,90962.07967392886
2023-10-09,100811.20969940028,90390.63330671709,91293.85220049492
2023-10-10,103383.55987724873,90861.3863656738,91839.73021495462
2023-10-11,103236.10596596579,91251.45677015033,92637.92517832015
2023-10-12,101933.6330323126,90681.46613100613,92138.75006065311
2023-10-13,100697.02310428786,90226.76621002091,90877.16531612402
2023-10-16,102284.90978577649,91182.24064279266,92067.78591877334
2023-10-17,103537.06915988144,91173.69286802862,91701.44111795817
2023-10-18,101320.04116594343,89951.56955908077,90638.79858314327
2023-10-19,100684.07768599736,89188.5242996558,89410.57305060895
2023-10-20,99040.84631771498,88066.05553551808,88273.93371827842
2023-10-23,98191.03016769805,87917.61612985947,88822.23785724682
2023-10-24,99555.20479977794,88556.82289636135,89329.29787956717
2023-10-25,97914.75729207628,87286.95713812161,87171.26012906982
2023-10-26,97357.99780382615,86253.71880322816,85665.24334028822
2023-10-27,96390.06063567573,85839.67293295001,86050.39060604588
2023-10-30,96200.96354985668,86871.03492704162,86883.15784366053
2023-10-31,96804.56224172813,87433.52020297838,87156.70338201757
2023-11-01,97448.22333971919,88352.09326664679,89013.29516230772
2023-11-02,102370.54523916512,90018.28389870262,90294.2889029065
2023-11-03,103986.34284715133,90863.88815340963,91642.60759862195
2023-11-06,103705.47295137423,91023.16863925681,91870.0567713135
2023-11-07,103627.6392533728,91281.26974066885,92796.83633364065
2023-11-08,103159.77406585822,91373.41892227155,92727.69178514242
2023-11-09,102461.00713311408,90634.76609327081,92127.22596923674
2023-11-10,103840.23209292276,92049.73554018809,94091.78029016449
2023-11-13,103993.74436125529,91972.80556731165,93958.34344218546
2023-11-14,106802.24985225296,93727.60118167775,95979.91168906787
2023-11-15,107274.18080728289,93877.2914812043,95700.90737056624
2023-11-16,106500.4154658847,93988.62103544823,96038.7452084041
2023-11-17,107620.11022192561,94109.54077601286,95924.71735649473
2023-11-20,108289.26498563163,94805.0377665707,97232.39846668931
2023-11-21,108289.07959878219,94613.02555784656,96517.2982677471
2023-11-22,108631.13330000416,94997.67542222881,97037.70197486534
2023-11-24,108791.092314307,95053.96564628475,96853.3165122034
2023-11-27,108585.2779414831,94868.62487152278,96812.67892668252
2023-11-28,109083.5827431365,94961.60798237073,97116.55102139841
2023-11-29,109967.37961767433,94871.33514156991,97063.78281333398
2023-11-30,110066.80462457446,95230.75864628266,96583.41016060943
2023-12-01,111040.58665916277,95790.11668754966,97043.16075500994
2023-12-04,110557.21723697288,95271.62117930106,95985.37046921247
2023-12-05,109299.82311265882,95217.41577835829,96260.12906982386
2023-12-06,108404.87796980292,94845.90029958909,95771.26498131883
2023-12-07,109062.51943898799,95601.23171349528,97000.70357610752
